"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","hdp.data.op"
"1",0,0.0559414331618587,0.0016243149563099,99.9125997379494,0,0.00518607907669955,0.00487095788267128,0,0,0.00130756274914074,0.00273687533028419,0.00412723727792312,0,0.0108882574234223,0,1
"2",0.00109013685857911,0,0,0,0,0.101202771533875,0,0,0,0,3.96467558743622,0,0,95.9305760522388,0,2
"3",4.9127690309231,0.104910539195611,0.619654670237316,0.0328309454426217,74.325467819831,0,0,0.07168977403195,3.32253521685393,0,0.785796617957977,5.65649751304537,7.09979539077949,3.06762503548723,0,3
"4",17.4765142220293,0.0120028943833444,0,0.0267476076682617,0,7.09472996581523,0.0407936484055648,0,0,0.0630814200143265,65.2133170937398,0,0.0454190904516792,10.0060319950102,0,4
"5",0,0.00505572555517297,0.199008688764439,0.0461401498334545,0.00122815406103328,0,0,0,0,0,0,0,0,99.7473234609655,0,2
"6",0,90.3501767506982,0.0652482635646922,0,0,0,0,0,0,0,0,0.0811386423626513,0,9.50198737393349,0,5
"7",0,53.9878262401445,0.0386752448424873,32.0875936381833,0,0,0.00107015254411184,0,0,0,0.00889045014961809,0,0,13.8746030520481,0,5
"8",0,86.4931731389075,0,0,0,0,0,0,0,0,0.014394874501533,11.2314438888711,0,0,0.0397950230895543,5
"9",0,0,0.00120293384661736,0,0,0,0,0,0,0,0,0,0,0,99.998071460182,6
"10",34.7996940230695,0.50255722016793,0.0640331893771684,0.07791609645161,0.0562722357350493,5.05686100156997,0.281128772820354,0.109846876929745,0,15.033132036917,3.42273951519873,0,0.878765928008626,0.0224484625114767,0,7
"11",0.864963163398844,0.00191365758341839,0.0515953350713659,0.00426072585350628,0.381908215904115,0.0609433785222952,3.01279656957625,93.147573903127,0.632119786514559,0.919464955808738,0,0,0,0.00806670530132117,0,8
"12",0.744144498901618,83.0313920813535,0.440853962341378,0.00110484681652427,1.06775573926573,1.13695466943472,10.9902891539092,1.80613636809443,0.535904907056484,0.206073517770735,0,0,0.00508918725861582,0,0,5
"13",0,0.082340167273705,85.0973097115403,3.67674677752589,0.125487702270748,0.00294134718154788,0,0.00565565703604114,0,0,0.0195619248705182,0,0.00112201841225762,10.9869934072005,0,9
"14",0.00647971505571327,0,0.00701773196789838,0,0,0,0,0,99.9852650614383,0,0,0,0,0,0,10
"15",0.126093626309151,0.0347252944659009,0.522184451233837,0.2923412044588,0.241805412325733,0.219381518865919,0.098500916612811,0.276496617206945,1.28644454567979,0.0708776760954463,3.71124580336579,67.4615022173716,1.0144642377281,24.6439223478728,0,11
"16",0.00174687810127332,0.00757305530812982,0.188112842223644,8.61709234640363,86.8295685094071,0.00187041180284862,0,0,0,0,0.00253971755831919,0,0,2.42122059069503,1.9301616667293,3
"17",0.0155762861488353,26.6563093962962,0.0996237731746404,0.00806409703019852,54.2369004388397,0.224987920278479,13.6522664582173,0.874351294456795,0,1.98533317690646,0.0802964361857552,0.534489762050886,0.0342682813598025,0.760438436348746,0,3
"18",0.0177479794718235,41.9974740234916,0.0515936504167579,51.6912521792365,0.0459699038448633,0.00588203654196688,0.00943748698480995,0.00160718387282442,0,0.00503769863977022,0.221822142666734,0,0,5.81414498827986,0.128661909007106,1
"19",2.03900084411944,95.0570444236989,0.370972301187913,0.00351834644883187,0.0305211513127621,0,0,0,0.337666354862615,0.0683029457481098,0,1.78201756819501,0.00146766652057609,0,0.225941110095176,5
"20",0.00105556287529751,66.1163809920361,0,0.138486958776216,0,1.05170792160286,0.0216980654659255,0,0,0.023397527573244,9.75128146617032,0,0.00398976267096252,22.8747162535512,0,5
"21",0,0,0,0,0,0.00581696074916583,0,0,0,0.030800905865157,0.164711785895128,0,0,99.7969215066741,0,2
"22",76.5660157113628,0.101284784104587,1.00604732678451,0.198564501576238,0.0758397664558514,0,0,0.21721520174793,0.0628569835861039,0,0,0.0911552773997467,21.2775067296018,0.403308415641012,0,7
"23",0,0,0.0011325480486844,0.273610241644943,0.0177447211105689,0.265001351750518,0,0,0,0.00466092968334766,93.8632847118929,0,0,5.57252133629133,0,4
"24",0.098846698238093,0,0.0321693781856619,0.0102425617490316,99.8301584227524,0.00800878787985927,0,0.00215540578862902,0.0128325126735299,0,0,0,0.00133600828382334,0,0,3
"25",0.00171944342865955,0.00117631242466508,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"26",0.0100426051162758,32.2267374511572,0.0247774176073845,0,0.00547406016024087,0.501670995825132,47.3000863077009,2.1402314418158,0.071293046764674,15.9546505063677,0,0,1.64157644769191,0,0,12
"27",1.01139699217693,0.00338780053936069,0.206296043977081,97.566337530472,0.849062082940325,0.00122654330814988,0.0792723749398514,0.108194106194017,0.16944642505773,0,0,0,0,0,0.00335259535715397,1
"28",0.00545485495620555,99.5060595545365,0.0040394444023973,0,0,0.00398878808572577,0.0121472897870841,0.00569907625213321,0.00109509460701746,0.0388394989322736,0.367162873092873,0,0,0,0,5
"29",0,0,0,0,0,0,0,0,0,0,0,99.9994767698347,0,0,0,11
"30",0.676350156322124,0.00270525209209728,96.7108178999316,0.051437513605235,2.20916328779822,0,0,0.0142931530669233,0.00945722769689485,0,0,0.00475471546654928,0,0.00162353440273565,0.237770785424473,9
"31",0.00273959597850332,0.00190134352947333,0.00167911255242587,0,0,0.055733035186399,0.0128916449119819,0.00791654886096215,0,99.9035632431639,0,0,0,0,0,13
"32",0,0.0143522092931135,0.0125736030870008,0.582169971293874,0,0,0,0,0,0,0,0.0021300515549398,0,99.3288558642462,0.0583129266988512,2
"33",57.306265133912,0.127437120682794,0.00295549663882964,0.0557086519288449,0.103421805342938,12.9395146529679,3.26993422790309,0.125111691187573,0,15.2027304603577,0.746915780128773,0,4.91769132931575,4.30050531076519,0,7
"34",8.38695673542099,0.409297851907785,2.80801163846534,0,0.967508396375623,0.323795039925052,0.00869621063782581,0.00641235158395435,0.109610066889465,0.0878921637929949,2.1386547667225,0,78.438855301296,5.42501077481047,0,14
"35",96.6678044877498,0.0953717651829144,0.0932344382281018,0,0,0,0.0500826522655506,0.0242999338748661,2.88916583120175,0.0090287724955109,0,0.109819335899303,0.0539801117078576,0,0,7
"36",27.6577320168046,0.0310770047682886,0,0,0,3.6520285755335,0.0247574727129079,0.00126179141677877,0.00703264650797426,0.160492025951617,56.8837747924863,0,0,11.4065074097694,0,4
"37",0.00485105202540834,0.0195097005562695,0.00988424238937047,0.00141896617793029,0.00180973640385216,0.00992177829069804,0.0107680256912055,99.9197110327685,0.00337543429692164,0.00899624609953966,0.00218480941480313,0.00225527046184206,0.00516847789913927,0,0,8
"38",0.00526256682130467,0.00122138876328148,0,0,0.00242273772477164,98.9418845811143,0,0.0111882594328265,0.00132010835214866,0.953820963680345,0.0237383494663401,0,0.0103643990256086,0.00263522507432985,0,15
"39",0,4.51402411580095,94.3568134455249,0,0,0.011164032812003,0.245093975873243,0,0.0177488755971772,0.0181654660619246,0,0.831829573456704,0,0,0.00239882509459479,9
"40",77.033455201735,0.175143304009548,2.12098419894937,12.5522945470608,0.14858917820837,0.00264199876524101,0.0108536466719214,0.322951822520276,0.0551970478925179,0.00780020604807117,0.0181123896809367,0.672772066230836,6.52042864772616,0.296510420231437,0.00605577901135375,7
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"42",0.829233121677732,0,96.3284301186188,0,0.00460916601567841,0,0.0195417247396538,0,2.11217132291089,0,0,0,0,0,0.704869249537208,9
"43",0.130940634213462,0.0656803114281837,56.8569464583198,0,0,2.76703804485136,6.17494538594486,3.03177421130883,0.116875057830967,15.9323724006444,0.0875056476313018,0,14.7366650627243,0,0,9
"44",0.0141105077417519,0.0739038747406498,0.550989563711233,94.0938813154743,0.0193243014252569,0.00383269294018911,0,0.00227417790723064,0,0.00141712800708921,0.0836027052008037,0.226924907522503,0.00233650606829843,4.90129697286303,0.0190054313581163,1
"45",0.00773964756591949,0.660285888450499,0.702540111811685,0.0631156518547871,0.108994654172809,93.4791632472907,4.9405059936565,0.032564564069166,0,0,0,0,0,0,0.0049890156685826,15
"46",97.6606779564229,0.00259940766979477,0.285113021557238,0,0.092615671641741,0,0.250119296233208,0.007831518828254,1.64878529199519,0,0,0,0,0,0.048543928796936,7
"47",85.5875328333022,2.9398406305182,0.00620651196150292,0.0146287739998273,0,0,4.78034189096532,0.026903861140265,0.00263911531132713,0.00270446196642998,0.050789972309624,6.51858318617522,0,0,0.0175061022826483,7
"48",90.6320589895074,0,0.109648437579318,0.0024436358800723,6.7564609978151,0.00346797505381099,0,0,0.00449783450694323,0,0,0.00219320930003477,0,0.00103697536135448,0.871691990506191,7
"49",0.307454142887322,0.00361434119221636,0.0100011705174028,47.3256574994889,0,0,0,0.0305531409695074,0.052905747239274,0,0.0217581164896244,12.4843799280925,32.0652414542126,7.69764487455939,0,1
"50",48.3488155098314,0,0.545684097316533,0.350618029599479,3.74111062913009,0.00142562577121303,0,1.24155140918407,45.7696089349889,0,0,0,0,0,0,7
"51",0.00792014808142343,0.0122089464494089,0.0047688426795854,0.00122472411085213,0.00187805730359489,0.0125637552817042,99.9092081054312,0.0196207376650686,0.00278279536283643,0.0245316434367392,0.00156549776944245,0,0.00107710201771963,0,0,12
"52",0,0.00238575120329476,0,0,0,0,0,0,0.00441487618285167,0,99.9834661506092,0.00929262906728982,0,0,0,4
"53",70.3155697270022,0.300781798565645,0.101363782799716,0.0132915359588363,0.0235923063979215,0.997952230956676,0.00917776719096627,1.14507142315305,0,0.2574427402586,0.849078980644338,0.165620693728479,20.0715742322268,5.71578106664316,0,7
"54",90.6156479256677,0,0.00889739945115441,0,0.0798406804607675,0,0,0.0014119793239687,0.00801304106214396,0,0,0.00281412728498356,0,0,0.00145208969072735,7
"55",0,0,0,0,0,0,0,0,0,0,99.8073036337776,0,0,0.191341052322288,0,4
"56",0.0109055689662269,0,0,0,99.5724027858844,0,0,0,0,0,0,0,0,0,0,3
"57",0,0,0,0,0,0,0.00117812107736157,0,0,0.00343642613335774,0,0,99.9941880104714,0,0,14
"58",98.5500998950342,0.00153053141437222,0.288943475414617,0.975241063974052,0.0821815149843901,0,0.0157687525794014,0.0176176772069033,0.0619891879074405,0,0,0,0,0,0.00660620468540839,7
"59",0,0,0,0,0,0,0,0,0,0.0217350450973997,0,0,0,0,0,7
"60",0.0687854726185022,64.4118338940793,3.00491804894532,20.8202512105796,2.38036460328591,0.00341177092522192,0,0.00512126452497417,0.0149703281583176,0,0,0.142396908924971,0,9.04885122760105,0.0958858412765623,5
